"","T.H.I","T.F.E","T.E","I.H.R.V","MCareExp","Tra.Exp","G.F.G.E","H.H.Age","Floor.Area","House.Age","PPN","CYP","GL","BYS","RTvsNT","Number.of.bedrooms","Number.of.Television","Number.of.CD.VCD.DVD","Number.of.Component.Stereo.set","Number.of.Refrigerator.Freezer","Number.of.Washing.Machine","Number.of.Airconditioner","Number.of.Car..Jeep..Van","Number.of.Landline.wireless.telephones","Number.of.Cellular.phone","Number.of.Personal.Computer","Number.of.Stove.with.Oven.Gas.Range","Number.of.Motorized.Banca","Number.of.Motorcycle.Tricycle","Region","Main.Source.of.Income","Household.Head.Sex","Household.Head.Marital.Status","Household.Head.Job.or.Business.Indicator","Household.Head.Class.of.Worker","Type.of.Household","Type.of.Building.House","Type.of.Roof","Type.of.Walls","Tenure.Status","Toilet.Facilities","Electricity","Main.Source.of.Water.Supply","Young.Members"
"2882",52389,27985,0,9000,1170,960,4090,67,49,14,19791,8211,90,15641,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"XI - Davao Region","Other sources of Income","Female","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"2883",158580,79195,952,18000,1474,1500,0,86,43,25,68143,25798,1496,33159,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"VI - Western Visayas","Other sources of Income","Male","Married","No Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","No children"
"2884",146785,116098,1086,24000,164,20640,0,51,50,15,51106,6242,73232,43558,16.6666666666667,2,1,0,0,0,0,0,0,0,1,1,1,0,0," ARMM","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"2885",106937,62590,2172,6000,1187,4338,23320,49,42,4,55468,13297,7513,21977,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,"IVA - CALABARZON","Wage/Salaries","Male","Married","With Job/Business","Employer in own family-operated farm or business","Extended Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Dug well","Less than 5 years old"
"2886",252752,78670,0,37800,408,5520,0,45,84,16,41654,19789,13565,132476,40,5,1,0,0,1,1,0,0,0,4,1,0,0,0,"CAR","Enterpreneurial Activities","Male","Married","With Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"2887",86241,46744,0,9000,381,588,0,60,35,35,20436,17346,41172,16664,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,"VII - Central Visayas","Other sources of Income","Female","Single","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"2888",177300,92096,0,12000,2834,6864,9450,38,100,43,48471,33758,28122,46834,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,"V - Bicol Region","Other sources of Income","Male","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Light material (cogon,nipa,anahaw)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"2889",121159,56406,2715,6000,283,5460,62779,74,36,25,46220,17726,3180,19148,33.3333333333333,2,1,0,0,0,0,0,0,0,2,0,0,0,0,"X - Northern Mindanao","Enterpreneurial Activities","Male","Married","With Job/Business","Employer in own family-operated farm or business","Extended Family","Single house","Mixed but predominantly strong materials","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"2890",218135,88652,8132,10200,2439,5616,840,54,120,24,95654,22059,9345,37568,60,2,0,0,0,0,0,0,0,0,3,0,0,0,0,"VI - Western Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for government/government corporation","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Rent-free house and lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Peddler","between 5 and 17 years old"
"2891",135330,51690,0,18000,1748,8784,0,33,40,12,31236,14316,7500,33701,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"V - Bicol Region","Enterpreneurial Activities","Female","Widowed","With Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"2892",236609,85107,0,48000,4596,12186,37359,64,70,4,59962,12337,25956,105358,40,3,1,0,1,1,1,0,0,0,10,0,0,0,2,"V - Bicol Region","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","Less than 5 years old"
"2893",94250,51935,0,6000,1000,3294,0,44,30,19,40987,9091,13817,26297,50,1,1,1,0,0,0,0,0,0,2,0,0,0,0,"IVA - CALABARZON","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Peddler","between 5 and 17 years old"
"2894",122225,64968,1810,24000,1144,1560,0,23,14,15,57705,10161,2244,41903,40,1,1,1,0,0,0,0,0,0,2,0,0,0,0,"XII - SOCCSKSARGEN","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","Less than 5 years old"
"2895",243275,153392,3426,12000,500,15708,0,51,35,3,112275,33502,45139,43404,50,1,1,0,0,0,0,0,0,0,2,0,0,0,0,"I - Ilocos Region","Wage/Salaries","Male","Divorced/Separated","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","between 5 and 17 years old"
"2896",162317,91628,0,21000,975,4464,0,54,70,15,41628,15970,29238,57854,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,"IVA - CALABARZON","Enterpreneurial Activities","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, tubed/piped deep well","between 5 and 17 years old"
"2897",370195,126817,0,30000,12614,20784,0,63,19,20,75344,41220,16654,85294,0,3,2,1,1,1,1,0,0,0,3,0,1,0,1,"IVB - MIMAROPA","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, tubed/piped deep well","Less than 5 years old"
"2898",137200,70112,1086,10200,2530,3060,0,41,40,24,57523,13962,20360,26435,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0," ARMM","Enterpreneurial Activities","Female","Widowed","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, shared with other household","Si","Shared, tubed/piped deep well","between 5 and 17 years old"
"2899",427976,104252,3755,66000,11250,32316,0,45,200,36,42796,47211,31120,146083,100,3,1,1,1,1,0,1,1,0,1,1,1,0,1,"Caraga","Other sources of Income","Male","Divorced/Separated","With Job/Business","Worked for government/government corporation","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"2900",284836,145962,8290,24000,2885,23940,0,48,100,8,58456,35384,65757,54243,57.1428571428571,2,1,1,0,1,0,0,0,0,2,0,0,0,0,"I - Ilocos Region","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, other depository, used exclusively by household","Si","Own use, tubed/piped deep well","between 5 and 17 years old"
"2901",234120,94770,2172,12000,1889,13314,0,45,15,15,77635,22570,11407,54205,40,1,1,0,0,0,1,0,0,0,3,0,1,0,0,"NCR","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Light material (cogon,nipa,anahaw)","Light","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"2902",303040,98847,0,15000,825,6504,84540,50,40,10,54388,38648,17440,50612,0,2,1,1,0,0,1,1,0,0,2,1,0,0,1,"Caraga","Enterpreneurial Activities","Male","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"2903",122364,58905,7783,12000,101,2880,0,35,40,12,63594,8760,9814,25606,20,2,0,0,0,0,0,0,0,0,2,0,0,0,0,"IVA - CALABARZON","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Quite Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","between 5 and 17 years old"
"2904",220842,131451,9050,63000,11840,624,0,27,60,17,35325,25040,40156,90428,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,"NCR","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","Less than 5 years old"
"2905",154397,66238,0,4800,696,1392,54473,59,52,26,55473,19550,6572,30757,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,"XII - SOCCSKSARGEN","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Light","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Tubed/piped shallow well","between 5 and 17 years old"
"2906",96020,61225,416,13800,309,834,0,23,18,7,56802,19670,3764,36690,20,1,1,1,0,0,1,0,0,0,2,0,0,0,0," ARMM","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Mixed but predominantly strong materials","Quite Strong","Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","both"
"2907",1335390,97613,4140,67200,13015,111678,0,58,100,27,62094,35025,60180,161139,66.6666666666667,3,1,0,1,1,1,1,1,1,1,1,1,3,2,"VIII - Eastern Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for government/government corporation","Extended Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"2908",356285,329490,5973,0,3050,26004,0,36,30,15,56672,153160,101510,118054,25,1,1,1,1,1,1,1,1,0,2,1,0,0,0,"III - Central Luzon","Wage/Salaries","Male","Married","With Job/Business","Employer in own family-operated farm or business","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Rent house/room including lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","between 5 and 17 years old"
"2909",230555,86323,4978,15000,14596,4680,1195,61,180,24,47564,41045,9700,41992,66.6666666666667,2,1,0,0,1,1,0,0,0,1,1,0,0,1,"Caraga","Other sources of Income","Male","Married","With Job/Business","Self-employed wihout any employee","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Own use, faucet, community water system","No children"
"2910",91540,39118,0,4800,205,6300,0,27,40,27,23368,5725,7072,11854,33.3333333333333,1,1,1,0,0,0,0,0,0,2,0,0,0,0,"VII - Central Visayas","Wage/Salaries","Male","Married","With Job/Business","Worked for private establishment","Single Family","Single house","Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)","Strong","Own or owner-like possession of house and lot","Water-sealed, sewer septic tank, used exclusively by household","Si","Shared, faucet, community water system","Less than 5 years old"
